"instance_index","explanation","justification"
2004,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
2005,"PercentTradesNeverDelq is between 11 (incl) to 85 (incl) THEN RiskPerformance is Bad","There were 1810 clients which match the conditions of this rule in the training dataset. Out of these 1397 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  77 %."
2006,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2007,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2008,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2009,"AverageMInFile is between 4 (incl) to 52 (incl) THEN RiskPerformance is Bad","There were 2030 clients which match the conditions of this rule in the training dataset. Out of these 1489 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  73 %."
2010,"AverageMInFile is between 4 (incl) to 52 (incl) THEN RiskPerformance is Bad","There were 2030 clients which match the conditions of this rule in the training dataset. Out of these 1489 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  73 %."
2011,"PercentTradesNeverDelq is between 11 (incl) to 85 (incl) THEN RiskPerformance is Bad","There were 1810 clients which match the conditions of this rule in the training dataset. Out of these 1397 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  77 %."
2012,"AverageMInFile is between 4 (incl) to 52 (incl) THEN RiskPerformance is Bad","There were 2030 clients which match the conditions of this rule in the training dataset. Out of these 1489 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  73 %."
2013,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
2014,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2015,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2016,"PercentTradesNeverDelq is between 11 (incl) to 85 (incl) THEN RiskPerformance is Bad","There were 1810 clients which match the conditions of this rule in the training dataset. Out of these 1397 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  77 %."
2017,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2018,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2019,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2020,"MSinceOldestTradeOpen is between 4 (incl) to 97 (incl) THEN RiskPerformance is Bad","There were 1286 clients which match the conditions of this rule in the training dataset. Out of these 953 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  74 %."
2021,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2022,"PercentTradesNeverDelq is between 11 (incl) to 85 (incl) THEN RiskPerformance is Bad","There were 1810 clients which match the conditions of this rule in the training dataset. Out of these 1397 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  77 %."
2023,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
2024,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2025,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2026,"MSinceOldestTradeOpen is between 4 (incl) to 97 (incl) THEN RiskPerformance is Bad","There were 1286 clients which match the conditions of this rule in the training dataset. Out of these 953 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  74 %."
2027,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2028,"PercentTradesNeverDelq is between 11 (incl) to 85 (incl) THEN RiskPerformance is Bad","There were 1810 clients which match the conditions of this rule in the training dataset. Out of these 1397 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  77 %."
2029,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2030,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
2031,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2032,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
2033,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2034,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2035,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2036,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2037,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2038,"AverageMInFile is between 4 (incl) to 52 (incl) THEN RiskPerformance is Bad","There were 2030 clients which match the conditions of this rule in the training dataset. Out of these 1489 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  73 %."
2039,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2040,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2041,"MSinceOldestTradeOpen is between 4 (incl) to 97 (incl) THEN RiskPerformance is Bad","There were 1286 clients which match the conditions of this rule in the training dataset. Out of these 953 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  74 %."
2042,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
2043,"PercentTradesNeverDelq is between 11 (incl) to 85 (incl) THEN RiskPerformance is Bad","There were 1810 clients which match the conditions of this rule in the training dataset. Out of these 1397 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  77 %."
2044,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
2045,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2046,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2047,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2048,"PercentTradesWBalance is between 88 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1898 clients which match the conditions of this rule in the training dataset. Out of these 1384 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  73 %."
2049,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2050,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2051,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2052,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2053,"PercentTradesWBalance is between 88 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1898 clients which match the conditions of this rule in the training dataset. Out of these 1384 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  73 %."
2054,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2055,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
2056,"MSinceOldestTradeOpen is between 4 (incl) to 97 (incl) THEN RiskPerformance is Bad","There were 1286 clients which match the conditions of this rule in the training dataset. Out of these 953 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  74 %."
2057,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2058,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
2059,"PercentTradesNeverDelq is between 11 (incl) to 85 (incl) THEN RiskPerformance is Bad","There were 1810 clients which match the conditions of this rule in the training dataset. Out of these 1397 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  77 %."
2060,"AverageMInFile is between 4 (incl) to 52 (incl) THEN RiskPerformance is Bad","There were 2030 clients which match the conditions of this rule in the training dataset. Out of these 1489 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  73 %."
2061,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2062,"MSinceOldestTradeOpen is between 4 (incl) to 97 (incl) THEN RiskPerformance is Bad","There were 1286 clients which match the conditions of this rule in the training dataset. Out of these 953 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  74 %."
2063,"MSinceOldestTradeOpen is between 4 (incl) to 97 (incl) THEN RiskPerformance is Bad","There were 1286 clients which match the conditions of this rule in the training dataset. Out of these 953 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  74 %."
2064,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
2065,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2066,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2067,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2068,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2069,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2070,"PercentTradesNeverDelq is between 11 (incl) to 85 (incl) THEN RiskPerformance is Bad","There were 1810 clients which match the conditions of this rule in the training dataset. Out of these 1397 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  77 %."
2071,"MSinceOldestTradeOpen is between 4 (incl) to 97 (incl) THEN RiskPerformance is Bad","There were 1286 clients which match the conditions of this rule in the training dataset. Out of these 953 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  74 %."
2072,"NetFractionRevolvingBurden is between 64 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1901 clients which match the conditions of this rule in the training dataset. Out of these 1476 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  78 %."
2073,"PercentTradesNeverDelq is between 11 (incl) to 85 (incl) THEN RiskPerformance is Bad","There were 1810 clients which match the conditions of this rule in the training dataset. Out of these 1397 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  77 %."
2074,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2075,"AverageMInFile is between 4 (incl) to 52 (incl) THEN RiskPerformance is Bad","There were 2030 clients which match the conditions of this rule in the training dataset. Out of these 1489 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  73 %."
2076,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2077,"NetFractionRevolvingBurden is between 64 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1901 clients which match the conditions of this rule in the training dataset. Out of these 1476 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  78 %."
2078,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2079,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2080,"NetFractionRevolvingBurden is between 64 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1901 clients which match the conditions of this rule in the training dataset. Out of these 1476 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  78 %."
2081,"PercentTradesNeverDelq is between 11 (incl) to 85 (incl) THEN RiskPerformance is Bad","There were 1810 clients which match the conditions of this rule in the training dataset. Out of these 1397 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  77 %."
2082,"PercentTradesWBalance is between 88 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1898 clients which match the conditions of this rule in the training dataset. Out of these 1384 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  73 %."
2083,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2084,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2085,"MSinceOldestTradeOpen is between 4 (incl) to 97 (incl) THEN RiskPerformance is Bad","There were 1286 clients which match the conditions of this rule in the training dataset. Out of these 953 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  74 %."
2086,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
2087,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
2088,"PercentTradesNeverDelq is between 11 (incl) to 85 (incl) THEN RiskPerformance is Bad","There were 1810 clients which match the conditions of this rule in the training dataset. Out of these 1397 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  77 %."
2089,"PercentTradesNeverDelq is between 11 (incl) to 85 (incl) THEN RiskPerformance is Bad","There were 1810 clients which match the conditions of this rule in the training dataset. Out of these 1397 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  77 %."
2090,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2091,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2092,"PercentTradesNeverDelq is between 11 (incl) to 85 (incl) THEN RiskPerformance is Bad","There were 1810 clients which match the conditions of this rule in the training dataset. Out of these 1397 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  77 %."
2093,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
2094,"NetFractionRevolvingBurden is between 64 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1901 clients which match the conditions of this rule in the training dataset. Out of these 1476 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  78 %."
2095,"NetFractionRevolvingBurden is between 64 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1901 clients which match the conditions of this rule in the training dataset. Out of these 1476 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  78 %."
2096,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2097,"NetFractionRevolvingBurden is between 64 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1901 clients which match the conditions of this rule in the training dataset. Out of these 1476 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  78 %."
2098,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
2099,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2100,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2101,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2102,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
2103,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
2104,"NumTotalTrades is lower than 17 (incl) THEN RiskPerformance is Bad","There were 114 clients which match the conditions of this rule in the training dataset. Out of these 100 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  87 %."
2105,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2106,"NetFractionRevolvingBurden is between 64 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1901 clients which match the conditions of this rule in the training dataset. Out of these 1476 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  78 %."
2107,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2108,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2109,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2110,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2111,"NetFractionRevolvingBurden is between 64 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1901 clients which match the conditions of this rule in the training dataset. Out of these 1476 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  78 %."
2112,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2113,"AverageMInFile is between 4 (incl) to 52 (incl) THEN RiskPerformance is Bad","There were 2030 clients which match the conditions of this rule in the training dataset. Out of these 1489 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  73 %."
2114,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2115,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
2116,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2117,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
2118,"NetFractionRevolvingBurden is between 64 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1901 clients which match the conditions of this rule in the training dataset. Out of these 1476 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  78 %."
2119,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2120,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2121,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2122,"AverageMInFile is between 4 (incl) to 52 (incl) THEN RiskPerformance is Bad","There were 2030 clients which match the conditions of this rule in the training dataset. Out of these 1489 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  73 %."
2123,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2124,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2125,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2126,"NetFractionRevolvingBurden is between 64 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1901 clients which match the conditions of this rule in the training dataset. Out of these 1476 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  78 %."
2127,"NetFractionRevolvingBurden is between 64 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1901 clients which match the conditions of this rule in the training dataset. Out of these 1476 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  78 %."
2128,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2129,"NetFractionRevolvingBurden is between 64 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1901 clients which match the conditions of this rule in the training dataset. Out of these 1476 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  78 %."
2130,"MSinceOldestTradeOpen is between 4 (incl) to 97 (incl) THEN RiskPerformance is Bad","There were 1286 clients which match the conditions of this rule in the training dataset. Out of these 953 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  74 %."
2131,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2132,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2133,"MSinceOldestTradeOpen is between 4 (incl) to 97 (incl) THEN RiskPerformance is Bad","There were 1286 clients which match the conditions of this rule in the training dataset. Out of these 953 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  74 %."
2134,"NetFractionRevolvingBurden is between 64 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1901 clients which match the conditions of this rule in the training dataset. Out of these 1476 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  78 %."
2135,"ExternalRiskEstimate is between 43 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 145 clients which match the conditions of this rule in the training dataset. Out of these 138 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  95 %."
2136,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2137,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
2138,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2139,"MSinceOldestTradeOpen is lower than 6 (incl) THEN RiskPerformance is Bad","There were 5 clients which match the conditions of this rule in the training dataset. Out of these 5 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  100 %."
2140,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2141,"MSinceOldestTradeOpen is lower than 81 (incl) THEN RiskPerformance is Bad","There were 48 clients which match the conditions of this rule in the training dataset. Out of these 48 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  100 %."
2142,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2143,"AverageMInFile is between 4 (incl) to 52 (incl) THEN RiskPerformance is Bad","There were 2030 clients which match the conditions of this rule in the training dataset. Out of these 1489 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  73 %."
2144,"ExternalRiskEstimate is between 43 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 145 clients which match the conditions of this rule in the training dataset. Out of these 138 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  95 %."
2145,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
2146,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2147,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
2148,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
2149,"PercentTradesNeverDelq is between 11 (incl) to 85 (incl) THEN RiskPerformance is Bad","There were 1810 clients which match the conditions of this rule in the training dataset. Out of these 1397 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  77 %."
2150,"NumTotalTrades is between 12 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 18 clients which match the conditions of this rule in the training dataset. Out of these 18 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  100 %."
